노래제목,가수,가사,대표 감정
마음,아이유,툭 웃음이 터지면 그건 너 쿵 내려앉으면은 그건 너 축 머금고 있다면 그건 너 둥 울림이 생긴다면 그건 너 그대를 보며 나는 더운 숨을 쉬어요 아픈 기분이 드는 건 그 때문이겠죠 나를 알아주지 않으셔도 돼요 찾아오지 않으셔도 다만 꺼지지 않는 작은 불빛이 여기 반짝 살아있어요 영영 살아있어요 눈을 떼지 못 해 하루종일 눈이 시려요 슬픈 기분이 드는 건 그 때문이겠죠 제게 대답하지 않으셔도 돼요 달래주지 않으셔도 다만 꺼지지 않는 작은 불빛이 여기 반짝 살아있어요 세상 모든 게 죽고 새로 태어나 다시 늙어갈 때에도 감히 이 마음만은 주름도 없이 여기 반짝 살아있어요 영영 살아있어요 영영 살아있어요,슬픔
CALL ME BABY,EXO,CALL ME BABY Call me baby 이 거리는 완전 난리야 Call me baby 사람들 사이는 남이야 Call me baby 함께하는 매 순간이 Like BOOM BOOM BOOM BOOM BOOM What up Hey Girl 영원 같던 찰나 운명 같은 순간 나를 한 순간 뚫고가 번개처럼 이 세계를 넌 내 이름 불러주며 나에게로 다가와 놀라워 섬광처럼 가득 차 너를 마주한 순간 oh my 편하게 여기 앉아 이제 내 얘기를 들어봐 Oh I don't care 나 멀리멀리 돌아간대도 이렇게 너의 곁에 단 한 남자가 되어줄 테니 메마른 내 입술에 너 스며들어와 나를 깨워 The time's wasting girl So don't wait don't wait too long 빛나는 것들은 많아 그 안에 진짜를 봐봐 Call me baby Call me baby Call me baby Call me baby You know my name girl 널 향해 커져간 마음아 너 말곤 그 문을 닫아 You know I'm here girl Call me baby Call me baby Call me baby Call me baby 몇 번이라도 Call me girl 나를 나로 존재하게 해 내 세상은 오직 you're the one You're the one Girl you're the one I want 빛나는 것들은 많아 그 안에 진짜를 봐봐 Call me baby Call me baby Call me baby Call me baby 몇 번이라도 Call me girl Baby girl 욕심들 속에 날 선 그 어떤 말도 넘어설 그런 믿음을 보여준 너 모두 변해 날 떠나간대도 너는 나만의 lady 내 손을 잡아주는 그거면 돼 빛나는 것들은 많아 그 안에 진짜를 봐봐 Call me baby Call me baby Call me baby Call me baby You know my name girl 널 향해 커져간 마음아 너 말곤 그 문을 닫아 You know I'm here girl Call me baby Call me baby Call me baby Call me baby 어둔 미로 속에 갇혔던 Oh 나 그 어둠 속에서 날 깨워준 네 목소리 들려와 날 다시 태어나게 해 Yeah E X O Listen Say my name Louder 혼란스러운 공간 속 날 이끌어줄 빛이 되고 놓치지 않아준 너라면 What up 널 안고 변치 않을게 널 안고 나를 떠나버린 사람들과 마주해 Never don't mind about a thing 내 가슴속 그 거대한 공백에 널 더해 흔들리는 세상 속에서 Whoo Babe 빛이 돼준 오직 한 사람 바로 너 Girl you're the one I want You're the one I want 빛나는 것들은 많아 그 안에 진짜를 봐봐 Call me baby Call me baby Call me baby I'll be your baby yeah You know my name girl Ho 나를 나로 존재하게 해 You know I'm here girl 내 세상은 오직 you're the one You're the one Girl you're the one I want 빛나는 것들은 많아 그 안에 진짜를 봐봐 Call me baby Call me baby Call me baby Call me baby 몇 번이라도 Call me girl,두려움
Me You (Feat. 백예린 Of 15&),San E (산이),Oh boy I'm kinda new to this 어떻게 말해야 되지 그냥 솔직히 말할게 Baby I think I'm in love 자꾸 기분이 Up 돼 생각만 해도 찡해 장난 아냐 No playing 확신이 들어 There is something going between Me you me you Me you me you it's you and Me you me you Me you me you it's you and Me you me you Me you me you It's you and me and you I sing this song like I don't need no girlfriend 왜냐면 드디어 만났거든 Girlfriend 이 노랠 듣고 꺼져 Ex girlfriends Don't call me 그녀가 불안해하잖아 What you want from me 이유는 간단해 Cause she got something for me 너와는 달라 달라 달라 말 못했지만 넌 돈 쓰길 바라고 그녀는 마음 쓰기 바래 Yeah I said it whoop 비교해서 미안 그녀 함께하다 너와 놀면 하품이 나 Yawning So what Sso what 날 위해 그녈 위해 너는 Block block block Oh boy I'm kinda new to this 어떻게 말해야 되지 그냥 솔직히 말할게 Baby I think I'm in love 자꾸 기분이 Up 돼 생각만 해도 찡해 장난 아냐 No playing 확신이 들어 There is something going between Me you me you Me you me you it's you and Me you me you Me you me you it's you and Me you me you Me you me you It's you and me and you I rap this song like I don't need no girlfriend 왜냐면 지금 옆에 있는 Soul friend 친구도 되 연인도 되니 Oh well 그녀 남자로서 한 마디 해줄게 Ex boyfriends Just don't call her 이제 그녀는 내가 있으니 밤에 전화하지 마 뭐 하냐 묻지 마 괜히 걸어봐라 뿌르르르 어 어 엄한 소리 들을라 니 Lip service 느끼해하지 Mayo 그녀 내 말투엔 빨개져 You gotta ketchup Mr 껄떡 전엔 신사답게 끝냈지만 딱 잘라 말할게 얄짤없어 I You Boy I'm kinda new to this 어떻게 말해야 될까 그냥 솔직히 말할게 Baby I think I'm in love 자꾸 기분이 Up 돼 생각만 해도 찡해 장난 아냐 No playing 확신이 들어 There is something going between Me you me you Me you me you it's you and Me you me you Me you me you it's you and Me you me you Me you me you It's you and me and you Oonce again Me you me you Me you me you it's you and Me you me you Me you me you it's you and Me you me you Me you me you It's you and me and you and me and you and me and you and me and you and me and,중립
그 남잔 말야,엠씨더맥스 (M.C the MAX),바람 부는 이런 날엔 넌 어디서 뭘 하는지 오늘 따라 오늘 따라 궁금해 너무 쉽게 잊혀 지면 흩날리는 저 꽃잎처럼 그 거리에 널 부르며 서 있어 미치도록 널 사랑한 남자가 있었어 그 남잔 말야 아직도 네 추억에 살아 네가 너무 그리워 네가 너무 그리워 정신 못 차릴 만큼 느껴지니 느껴지니 내 맘이 혼자 걷는 밤거리가 이렇게나 쓸쓸한지 이별 후에 이별 후에 배웠어 미치도록 널 사랑한 남자가 있었어 그 남잔 말야 아직도 네 추억에 살아 네가 너무 그리워 네가 너무 그리워 정신 못 차릴 만큼 느껴지니 느껴지니 내 사랑아 바람 부는 이런 날에 그리운 사람 너야 미치도록 널 사랑한 남잘 넌 잊었니 그 남잔 말야 아직도 너 오길 기다려 네가 너무 그리워 네가 너무 그리워 정신 못 차릴 만큼 느껴지니 느껴지니 내 사랑아,슬픔
목소리,노을,너무 보고 싶어서 가만히 너를 떠올려 보기도 했어 기억 속 네가 흐려진 만큼 잊혀진 거라 믿었어 지워질 거라고 하지만 지날수록 너의 그 모습보다 아련한 향기보다 그리워 단 한 번만 다시 들을 수 없을까 귓가에 맴도는 네 목소리 이렇게 너를 부르면 언젠간 들을 수가 있을까 사랑한 날의 네 목소리 사랑한다는 말이 익숙해질 즈음 그 때 우린 헤어졌어 한동안 너의 따스히 건네던 그 말을 잊은 채 너와 다시 만나고 너를 안고 싶었던 지난 날의 내가 참 미워 단 한 번만 다시 들을 수 없을까 귓가에 맴도는 네 목소리 이렇게 너를 부르면 언젠간 들을 수가 있을까 사랑한 날의 네 목소리 그렇게 떠나가던 날 끝없이 나를 소리쳐 부르던 그 날의 널 잊을 수 없어 너의 목소리로 가득한 그 거리도 단 한 번만 그 때처럼 다시 한 번만 귓가에 맴도는 네 목소리 이렇게 너를 부르면 언젠간 들을 수가 있을까 사랑한 날의 네 목소리 사랑했던 네 목소리,슬픔
음오아예 (Um Oh Ah Yeh),마마무 (Mamamoo),oh yes 음 오 아 예 너에게 빠져들겠어 자꾸 반응하잖아 oh yes 음 오 아 예 그래 난 다가가겠어 넌 내 취향저격 ace 내 앞을 지나갔어 눈빛이 마주쳤어 스타일이 좋아 느낌이 좋아 다를 게 없는 오늘 너 땜에 달아오른 오늘이 좋아 음오아예 첫 번째 플랜 감탄사 그 동안에 찾아 헤멘 남자 음오아 예스 맞는 옷처럼 잘 어울리는 너야 부드럽게 이런 말 어떤 것 같아 음 두 번째 플랜 먼저 당기기 오오 동공 떨리는 초침 스탠바이 큐 아 시간되면 차 한잔 할래요 예스 이런 건 어떤 것 같아 oh yes 음 오 아 예 너에게 빠져들겠어 자꾸 반응하잖아 oh yes 음 오 아 예 그래 난 다가가겠어 넌 내 취향저격 ace 본능을 따르겠어 날 감추지 않겠어 오늘은 달라 먼저 다가가 걸음은 도도하게 말투는 애교 있게 날 보는 눈빛 음오아예 help me 시간 좀 되나요 나 좀 도와줘요 그 쪽 때문에 오감이 제멋대로예요 그 쪽이 예고 없이 날리는 미소에 음 콜린퍼스도 울고 갈 당신의 매너에 오 여자라 해도 믿을만한 피부 아예 넌 존재자체 감탄사 절로 나네 음오아예 나도 모르게 달아오르네 홀릭 oh yes 음 오 아 예 너에게 빠져들겠어 자꾸 반응하잖아 oh yes 음 오 아 예 그래 난 다가가겠어 넌 내 취향저격 ace 목소리도 oh yes 눈웃음도 oh yes 네 모든 게 머리부터 발끝까지 다 oh yes 지금 널 보면 난 oh yes 단 둘이서 oh yes 드루루 드루루 드루루 oh yes 뜨거워지는 이 분위기 너와 나의 거리 우리 사이로 한 여자가 걸어 와 때마침 그의 여자친구인 건지 아님 친군 건지 다가와 언니 이 여자 누구예요 여자였어 OH MY GOD oh yes 음 오 아 예 너에게 빠져들겠어 자꾸 반응하잖아 oh yes 음 오 아 예 그래 난 다가가겠어 넌 내 취향저격 ace 목소리도 oh yes 눈웃음도 oh yes Oh 너의 모든 게 머리부터 발끝까지 다 oh yes,중립
사월의 눈,허각,어느새 그 차가웠던 긴 겨울에 하얀 눈도 스르륵 봄바람에 다 녹아내려요 다시 또 누군가를 사랑할 수 있으려나요 눈부신 따스한 봄날엔 그토록 욕해대고 할퀴어대던 두 사람이 나였는지 그녀였는지 조차 잊어버린 듯 그 겨울 그 겨울이 그때 우리가 참 그리워 미운데 미운데 그리워 큰맘 먹고 살짝 열어본 내 창가에 눈부신 봄날 햇살 아래로 차디찬 눈이 내려요 작은 내 방에 내 텅 빈 가슴에 그 아팠던 상처가 또 다시 덧나려는 듯 이른 봄날에 눈이 내려요 주르륵 흘러내린 내 눈물마저도 차네요 내게도 봄날이 올까요 누군갈 또 다시 사랑하고 싶어서 미친 듯 거리를 걸어봐도 차디찬 눈이 내려요 내 두 눈가에 이 못난 가슴에 그 아팠던 상처가 또 다시 덧나려는 듯 이른 봄날에 눈이 내려요 하얗게 추억들이 내려요 주르륵 흘러내린 내 눈물마저 차가운데 내게도 봄날이 올까요 따스한 봄날이 올까요,슬픔
어머님이 누구니 (Feat. 제시),박진영,넌 허리가 몇이니 24요 힙은 34요 어렸을 때부터 난 눈이 좀 달라 아무리 예뻐도 뒤에 살이 모자라면 난 눈이 안 가 긴 생머리에 바람이 불면 날아갈 것 같이 가냘픈 여자라면 난 맘이 안 가 허리는 너무 가는데 힙이 커 맞는 바지를 찾기 너무 힘들어 oh Yeah Shake that booty that booty booty Shake that booty that booty booty 앞에서 바라보면 너무 착한데 뒤에서 바라보면 미치겠어 oh Yeah Shake that booty that booty booty Shake that booty that booty booty 널 어쩌면 좋니 너를 어쩌면 널 어쩌면 널 어쩌면 좋니 네가 왜 이렇게 좋니 머리끝부터 발끝까지 눈을 떼질 못하잖니 어머님이 누구니 도대체 어떻게 너를 이렇게 키우셨니 Shake that booty that booty booty Shake that booty that booty booty 얼굴이 예쁘다고 여자가 아냐 마음만 예뻐서도 여자가 아냐 난 하나가 더 있어 앉아있을 땐 알 수가 없어 일어날 때까지 기다려야만 했어 난 난 그때서야 God girl 허리는 너무 가는데 힙이 커 맞는 바지를 찾기 너무 힘들어 oh Yeah Shake that booty that booty booty Shake that booty that booty booty 앞에서 바라보면 너무 착한데 뒤에서 바라보면 미치겠어 oh Yeah Shake that booty that booty booty Shake that booty that booty booty 널 어쩌면 좋니 너를 어쩌면 널 어쩌면 널 어쩌면 좋니 네가 왜 이렇게 좋니 머리끝부터 발끝까지 눈을 떼질 못하잖니 어머님이 누구니 도대체 어떻게 너를 이렇게 키우셨니 Shake that booty that booty booty Shake that booty that booty booty 허리는 너무 가는데 힙이 커 맞는 바지를 찾기 너무 힘들어 oh Yeah Shake that booty that booty booty Shake that booty that booty booty 앞에서 바라보면 너무 착한데 뒤에서 바라보면 미치겠어 oh Yeah Shake that booty that booty booty Shake that booty that booty booty Ya 머리부터 발끝까지 Got it from my mama 동양적인 눈마저도 엄마에게 받아 타고난 내 맵시 밀려드는 대시 이젠 모두 알아봐 Hey Jessi Sexy 머리 어깨 무릎 발 무릎 발 어디서 났냐고 물어봐 물어봐 Thin waist Big booty 꽉 끼는 청바지 Chocolate 색깔 피부까지 whoa JYP nah 저리 비켜봐 꿀벅지 눈이 전부 돌아가 uh 허스키한 목소리 침 닦아 Hey 거기 널 어쩌면 좋니 너를 어쩌면 널 어쩌면 널 어쩌면 좋니 네가 왜 이렇게 좋니 머리끝부터 발끝까지 눈을 떼질 못하잖니 어머님이 누구니 도대체 어떻게 너를 이렇게 키우셨니 Shake that booty that booty booty Shake that booty that booty booty,놀라움
취향저격,iKON,너는 내 취향저격 내 취향저격 말하지 않아도 느낌이 와 머리부터 발끝까지 다 너는 내 취향저격 난 너를 보면 가지고 싶어서 안달이 나 자기 전까지도 생각이 나 pow 가는 발목 아래 운동화와 청색 스키니진의 완벽한 조화 살짝 큰 듯한 가디건 아래 뚝 떨어진 긴 생머리가 참 고와 수줍은 눈웃음도 멍 때리는 듯한 모습도 예쁘게만 보이고 가슴이 막 떨려 왜 이제야 나타났니 you're my 취향저격 oh oh 너의 가녀린 미소 oh oh 나를 보는 눈빛도 흠잡을 데가 없어 한시도 지루할 틈이 없어 perfect oh oh 애교 섞인 목소리 oh oh 가까워지는 우리 왜 이제야 나타났어 드디어 사랑이 찾아왔어 너는 내 취향저격 내 취향저격 말하지 않아도 느낌이 와 머리부터 발끝까지 다 너는 내 취향저격 난 너를 보면 가지고 싶어서 안달이 나 자기 전까지도 생각이 나 pow A girl 잠시 말 좀 물을게 그 까칠한 말투는 어디서 또 배웠대 you work and walk and spit words like a boss wonder woman 현실판은 너의 여성스러움 Oh 느낌적인 느낌 또 뭔가 매혹적인 눈빛에 매료돼 섬세한 그 손길 또 뭔가 어정쩡한 몸짓 I like it babe oh oh 너의 가녀린 미소 oh oh 나를 보는 눈빛도 흠잡을 데가 없어 한시도 지루할 틈이 없어 perfect oh oh 애교 섞인 목소리 oh oh 가까워지는 우리 왜 이제야 나타났어 드디어 사랑이 찾아왔어 너는 내 취향저격 내 취향저격 말하지 않아도 느낌이 와 머리부터 발끝까지 다 너는 내 취향저격 난 너를 보면 가지고 싶어서 안달이 나 자기 전까지도 생각이 나 pow 난 니가 정말 좋아 또 가끔 하품하는 모습까지도 내 스타일이야 오 마음이 잘 맞아 내 가슴이 벅차올라 니가 날 부를 때마다 입가에 웃음이 끊이질 않아 Oh girl you know that I love you 너는 내 취향저격 내 취향저격 말하지 않아도 느낌이 와 머리부터 발끝까지 다 너는 내 취향저격 난 너를 보면 가지고 싶어서 안달이 나 자기 전까지도 생각이 나 pow 난 니가 정말 좋아 또 가끔 하품하는 모습까지도 내 스타일이야 난 니가 정말 좋아 또 가끔 하품하는 모습까지도 내 스타일이야,두려움
야생화,박효신,하얗게 피어난 얼음 꽃 하나가 달가운 바람에 얼굴을 내밀어 아무 말 못했던 이름도 몰랐던 지나간 날들에 눈물이 흘러 차가운 바람에 숨어 있다 한줄기 햇살에 몸 녹이다 그렇게 너는 또 한번 내게 온다 좋았던 기억만 그리운 마음만 니가 떠나간 그 길 위에 이렇게 남아 서있다 잊혀질 만큼만 괜찮을 만큼만 눈물 머금고 기다린 떨림 끝에 다시 나를 피우리라 사랑은 피고 또 지는 타버리는 불꽃 빗물에 젖을까 두 눈을 감는다 어리고 작았던 나의 맘에 눈부시게 빛나던 추억 속에 그렇게 너를 또 한번 불러본다 좋았던 기억만 그리운 마음만 니가 떠나간 그 길 위에 이렇게 남아 서있다 잊혀질 만큼만 괜찮을 만큼만 눈물 머금고 기다린 떨림 끝에 다시 나는 메말라가는땅 위에 온몸이 타 들어가고 내 손끝에 남은 너의 향기 흩어져 날아가 멀어져 가는 너의 손을 붙잡지 못해 아프다 살아갈 만큼만 미워했던 만큼만 먼 훗날 너를 데려다 줄 그 봄이 오면 그날에 나 피우리라,슬픔
CHEER UP,TWICE (트와이스),"매일 울리는 벨벨벨 이젠 나를 배려 해줘 배터리 낭비하긴 싫어 자꾸만 봐 자꾸 자꾸만 와 전화가 펑 터질 것만 같아 몰라 몰라 숨도 못 쉰대 나 때문에 힘들어 쿵 심장이 떨어진대 왜 걔 말은 나 너무 예쁘대 자랑 하는건 아니구 아 아까는 못 받아서 미안해 친구를 만나느라 shy shy shy 만나긴 좀 그렇구 미안해 좀 있다 연락할게 later 조르지마 얼마 가지 않아 부르게 해줄게 Baby 아직은 좀 일러 내 맘 같긴 일러 하지만 더 보여줄래 CHEER UP BABY CHEER UP BABY 좀 더 힘을 내 여자가 쉽게 맘을 주면 안돼 그래야 니가 날 더 좋아하게 될걸 태연하게 연기할래 아무렇지 않게 내가 널 좋아하는 맘 모르게 just get it together and then baby CHEER UP 안절부절 목소리가 여기까지 들려 땀에 젖은 전화기가 여기서도 보여 바로 바로 대답하는 것도 매력 없어 메시지만 읽고 확인 안 하는 건 기본 어어어 너무 심했나 boy 이러다가 지칠까 봐 걱정되긴 하고 어어어 안 그러면 내가 더 빠질 것만 같어 빠질 것만 같어 아 답장을 못해줘서 미안해 친구를 만나느라 shy shy shy 만나긴 좀 그렇구 미안해 좀 있다 연락할게 later 조르지마 어디 가지 않아 되어줄게 너의 Baby 너무 빨린 싫어 성의를 더 보여 내가 널 기다려줄게 CHEER UP BABY CHEER UP BABY 좀 더 힘을 내 여자가 쉽게 맘을 주면 안돼 그래야 니가 날 더 좋아하게 될걸 태연하게 연기할래 아무렇지 않게 내가 널 좋아하는 맘 모르게 just get it together and then baby CHEER UP 나도 니가 좋아 상처 입을까 봐 걱정되지만 여자니까 이해해주길 속 마음 들킬 까봐 겁이나 지금처럼 조금만 더 다가와 그리 오래 걸리진 않아 just get it together and then baby CHEER UP Be a man, a real man , gotta see u love me like a real man Be a man, a real man , gotta see u love me like a real man CHEER UP BABY CHEER UP BABY 좀 더 힘을 내 여자가 쉽게 맘을 주면 안돼 그래야 니가 날 더 좋아하게 될걸 태연하게 연기할래 아무렇지 않게 내가 널 좋아하는 맘 모르게 just get it together and then baby CHEER UP",슬픔
시간을 달려서 (Rough),여자친구 (GFRIEND),다가서지 못하고 헤매이고 있어 좋아하지만 다른 곳을 보고 있어 가까워 지려고 하면 할수록 멀어져 가는 우리 둘의 마음처럼 만나지 못해 맴돌고 있어 우린 마치 평행선처럼 말도 안돼 우린 반드시 만날 거야 기다릴게 언제까지나 미처 말하지 못했어 다만 너를 좋아했어 어린 날의 꿈처럼 마치 기적처럼 시간을 달려서 어른이 될 수만 있다면 거친 세상 속에서 손을 잡아줄게 다가서려 해봐도 엇갈리고 있어 좋아한단 말도 아직 못하고 있어 머뭇거리는 널 보고 있으면 우린 아직도 많이 어리긴 한가 봐 좁혀지지 않아 한 끗 차이 우린 마치 평행선처럼 언젠가는 못다한 말을 전할 거야 다가갈게 언제까지나 미처 말하지 못했어 다만 너를 좋아했어 어린 날의 꿈처럼 마치 기적처럼 시간을 달려서 어른이 될 수만 있다면 거친 세상 속에서 손을 잡아줄게 시간 속에 갇혀 길을 헤매여도 그렇지만 우린 결국 만날 거야 진심인 것만 알아줘 정말 서툴기만 한대도 미처 말하지 못했어 다만 너를 좋아했어 어린 날의 꿈처럼 마치 기적처럼 시간을 달려서 어른이 될 수만 있다면 거친 세상 속에서 너를 안아줄게 이거 하나만 약속해 변치 않기를 바랄게 그때도 지금처럼 날 향해 웃어줘 시간이 흘러서 어른이 될 수만 있다면 엇갈림 그 속에서 손을 잡아줄게,중립
어디에도,엠씨더맥스 (M.C the MAX),차가워진 눈빛을 바라보며 이별의 말을 전해 들어요 아무 의미 없던 노래 가사가 아프게 귓가에 맴돌아요 다시 겨울이 시작되듯이 흩어지는 눈 사이로 그대 내 맘에 쌓여만 가네 떠나지 말라는 그런 말도 하지 못하고 고개를 떨구던 뒷모습만 그대 내게 오지 말아요 두 번 다시 이런 사랑 하지 마요 그댈 추억하기보단 기다리는 게 부서진 내 맘이 더 아파와 다시 누군가를 만나서 결국 우리 사랑 지워내도 행복했던 것만 기억에 남아 나를 천천히 잊어 주기를 아무것도 마음대로 안 돼요 아픔은 그저 나를 따라와 밤새도록 커져 버린 그리움 언제쯤 익숙해져 가나요 많은 날들이 떠오르네요 우리가 나눴던 날들 애써 감추고 돌아서네요 떠나지 말라는 그런 말도 하지 못하고 고개를 떨구던 뒷모습만 그대 내게 오지 말아요 두 번 다시 이런 사랑 하지 마요 그댈 추억하기보단 기다리는 게 부서진 내 맘이 더 아파와 다시 누군가를 만나서 결국 우리 사랑 지워내도 행복했던 것만 기억에 남아 나를 천천히 잊어 주기를 부를 수도 없이 멀어진 그대가 지나치는 바람에도 목이 메어와 어디에도 그대가 살아서 우린 사랑하면 안 돼요 다가갈수록 미워지니까 행복했던 것만 기억에 남아 나를 천천히 잊어 가기를 사랑했던,슬픔
널 사랑하지 않아,어반자카파,무슨 말을 할까 어디서부터 어떻게 고개만 떨구는 나 그런 날 바라보는 너 그 어색한 침묵 널 사랑하지 않아 너도 알고 있겠지만 눈물 흘리는 너의 모습에도 내 마음 아프지가 않아 널 사랑하지 않아 다른 이유는 없어 미안하다는 말도 용서해 달란 말도 하고 싶지 않아 그냥 그게 전부야 이게 내 진심인 거야 널 사랑하지 않아 널 사랑하지 않아 널 사랑하지 않아 너도 알고 있겠지만 눈물 흘리는 너의 모습에도 내 마음 아프지가 않아 널 사랑하지 않아 다른 이유는 없어 미안하다는 말도 용서해 달란 말도 하고 싶지 않아 그냥 그게 전부야 이게 내 진심인 거야 널 사랑하지 않아 널 사랑하지 않아 널 사랑하지 않아 다른 이유는 없어 미안하다는 말도 용서해 달란 말도 하고 싶지 않아 그냥 그게 전부야 이게 내 진심인 거야 널 사랑하지 않아 널 사랑하지 않아,슬픔
이 사랑,다비치,시간을 되돌리면 기억도 지워질까 해볼 수도 없는 말들을 내뱉는 걸 알아 널 힘들게 했고 눈물로 살게 했던 미안한 마음에 그런 거야 하지만 난 말야 너의 밖에선 살 수 없어 내겐 너 하나로 물든 시간만이 흘러갈 뿐이야 사랑해요 고마워요 따뜻하게 나를 안아줘 이 사랑 땜에 나는 살 수 있어 사랑은 그런가봐 무슨 말을 해봐도 채워지지 않은 것 같은 마음이 드나봐 내 욕심이라고 다시 생각을 해봐도 그 마음 쉽게 사라지지 않아 알잖아 난 말야 너의 밖에선 살 수 없어 내겐 너 하나로 물든 시간만이 흘러갈 뿐이야 사랑해요 고마워요 따뜻하게 나를 안아줘 이 사랑 땜에 나는 살 수 있어 돌아가도 다시 견딜 수 있을까 너무 힘들던 시간들 흔들리지 않은 너를 볼 때면 떨리는 내 입술이 두루루 두루루 알잖아 난 말야 너의 밖에선 살 수 없어 내겐 너 하나로 물든 시간만이 흘러갈 뿐이야 사랑해요 고마워요 따뜻하게 나를 안아줘 이 사랑 땜에 나는 살 수 있어 사랑 땜에 나는 살 수 있어,기쁨
이 소설의 끝을 다시 써보려 해,한동근,시계가 반대로 돌아가고 있어 TV속 영화가 되감아지고 있어 내렸던 빗물이 올라가고 있어 잊었던 기억이 돌아오고 있어 도로 위에 차들이 반대로 달리고 온 세상의 모든 게 다 거꾸로 움직여 지금 나는 계속 반대로 뒷걸음질 치며 그날의 너에게 돌아가고 있어 운명 같은 만남 너무 아픈 결말 난 이 소설의 끝을 다시 써보려 해 내 한 권의 사랑 마지막 장면엔 니가 있어야 해 그래야 말이 되니까 한 장씩 한 장씩 뒤로 넘겨 지며 아팠던 일기가 지워지고 있어 가루 낸 사진이 모여들고 있어 버렸던 미련이 돌아오고 있어 삼켰던 내 눈물이 다시 뱉어지고 뱉었던 그 모진 말은 다시 삼켜지고 지금 나는 계속 반대로 뒷걸음질 치며 그날의 너에게 돌아가고 있어 운명 같은 만남 너무 아픈 결말 난 이 소설의 끝을 다시 써보려 해 내 한 권의 사랑 마지막 장면엔 니가 있어야 해 그래야 말이 돼 여기야 우리가 이별한 그 슬픈 페이지 내 앞에서 니가 서서 울고 있어 너에게 묻고 싶어 너만 괜찮다면 난 이 소설의 끝을 다시 써보려 해 내 한 권의 사랑 마지막 장면엔 니가 있어야 해 그래야 말이 되니까,슬픔
너는 나 나는 너,지코 (ZICO),넌 나고 난 너야 난 너고 넌 나야 마음이 같다면 둘은 서로가 될 거야 넌 나고 난 너야 그림 너무 좋아 오그라든다는 말은 누가 만든 걸까 girl 뺨 한 대만 때려줘 며칠 사이 내게 무슨 일이 벌어진 건지 전 여친 번호 지우고 힙합만 듣던 난 어쿠스틱해졌어 tell me what you want from me 가장 예쁠 나이엔 실컷 사랑해봐야 돼 eh 네 사연 속에 나오는 쓰레기 걔랑은 비교도 안되게 내가 잘할게 왜냐면 넌 나고 난 너야 난 너고 넌 나야 마음이 같다면 둘은 서로가 될 거야 넌 나고 난 너야 그림 너무 좋아 오그라든다는 말은 누가 만든 걸까 친구들이 말해 좋을 때야 난 딱히 걱정 없고 하도 좋아서 문제야 이거 봐 욕도 줄이고 있고 바지도 올려 입고 아무한테나 미소 안 보이고 있어 거울 그만 봐 고칠 데가 어디 있어 민낯일 때 제일 이뻐 이 장면 우리 엄마 보면 기절할 노릇일 걸 더 이상의 표현은 아낄게 사실 너 이름만 옮겨 적으면 그만인데 I believe in destiny 사주나 타로 카드에 점쳐질 만남은 안 해 yeah 집착 쩌는 네 전 남친이 집 근처도 얼씬 못하게 내가 잘할게 왜냐면 Because 넌 나고 난 너야 난 너고 넌 나야 마음이 같다면 둘은 서로가 될 거야 넌 나고 난 너야 그림 너무 좋아 오그라든다는 말은 누가 만든 걸까 밤새 쪽쪽 거리다가 누추한 모습으로 함께 아침을 맞아 good morning 새삼스럽게 넌 심각하게 예뻐 그 입 당장 가져와 Mwah 넌 나고 난 너야 난 너고 넌 나야 마음이 같다면 둘은 서로가 될 거야 넌 나고 난 너야 그림 너무 좋아 오그라든다는 말은 누가 만든 걸까 Let me talk to you yeah I am you you are me I am you you are me,기쁨
You Are My Everything,거미,처음부터 그대였죠 나에게 다가올 한 사람 단 한 번의 스침에도 내 눈빛이 말을 하죠 바람처럼 스쳐가는 인연이 아니길 바래요 바보처럼 먼저 말하지 못했죠 할 수가 없었죠 You Are My Everything 별처럼 쏟아지는 운명에 그대라는 사람을 만나고 멈춰버린 내 가슴속에 단 하나의 사랑 You Are My Everything 안갯속에 피어나는 하얗게 물들은 그대 모습 한순간에 내게 심장이 멈출 듯 다가와 버렸죠 You Are My Everything 별처럼 쏟아지는 운명에 그대라는 사람을 만나고 멈춰버린 내 가슴속에 단 하나의 사랑 You Are My Everything 시작도 못 했던 나의 사랑을 이제는 말할 수 있죠 누구도 가질 수 없는 기적인데 You Are My Everything 뜨거운 내 사랑은 그댄 걸 계절이 변해도 난 이곳에 멈춰버린 내 가슴속에 단 하나의 사랑 You Are My Everything,중립
